	qsq2	cme	x	sig	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20
902	15.0	225.0	0.00042199999999999996	1.1909999999999998	2.51	-2.51	2.3	-2.3	1.43	-1.43	1.41	-1.41	-0.21	0.21	-0.19	0.19	-0.04	0.04	0.4	-0.4	0.06	-0.06	0.61	-0.61
903	15.0	225.0	0.000455	1.1740000000000002	1.54	-1.54	1.62	-1.62	1.32	-1.32	1.37	-1.37	-0.2	0.2	-0.23	0.23	-0.03	0.03	-0.23	0.23	0.06	-0.06	0.52	-0.52
904	15.0	225.0	0.000529	1.254	1.89	-1.89	1.35	-1.35	1.32	-1.32	1.32	-1.32	-0.18	0.18	-0.1	0.1	-0.02	0.02	0.64	-0.64	0.06	-0.06	0.59	-0.59
905	15.0	225.0	0.000604	1.17	1.03	-1.03	1.18	-1.18	1.28	-1.28	1.15	-1.15	-0.17	0.17	-0.17	0.17	-0.03	0.03	0.14	-0.14	0.06	-0.06	0.51	-0.51
906	15.0	225.0	0.000763	1.168	2.14	-2.14	1.52	-1.52	1.33	-1.33	1.29	-1.29	-0.17	0.17	-0.06	0.06	-0.02	0.02	0.45	-0.45	0.05	-0.05	0.62	-0.62
907	15.0	225.0	0.0009550000000000001	1.083	0.97	-0.97	1.38	-1.38	1.26	-1.26	1.08	-1.08	-0.14	0.14	0.02	-0.02	-0.01	0.01	0.3	-0.3	0.06	-0.06	0.46	-0.46
908	15.0	225.0	0.00148	0.943	0.97	-0.97	1.52	-1.52	1.28	-1.28	0.99	-0.99	-0.14	0.14	0.04	-0.04	-0.01	0.01	0.12	-0.12	0.06	-0.06	0.45	-0.45
909	20.0	225.0	0.00046399999999999995	1.03	5.27	-5.27	4.21	-4.21	2.03	-2.03	1.64	-1.64	-0.24	0.24	-0.62	0.62	-0.06	0.06	-4.18	4.18	0.06	-0.06	0.54	-0.54
910	20.0	225.0	0.000526	1.214	2.26	-2.26	2.87	-2.87	1.39	-1.39	1.01	-1.01	-0.18	0.18	-0.36	0.36	-0.05	0.05	-1.1	1.1	0.06	-0.06	0.44	-0.44
911	20.0	225.0	0.000607	1.18	1.97	-1.97	2.39	-2.39	1.31	-1.31	0.77	-0.77	-0.13	0.13	-0.31	0.31	-0.03	0.03	-0.17	0.17	0.06	-0.06	0.36	-0.36
912	20.0	225.0	0.000805	1.171	1.06	-1.06	1.85	-1.85	1.35	-1.35	1.08	-1.08	-0.17	0.17	-0.13	0.13	-0.03	0.03	-0.13	0.13	0.05	-0.05	0.44	-0.44
913	20.0	225.0	0.0012699999999999999	1.089	1.0	-1.0	1.84	-1.84	1.3	-1.3	0.93	-0.93	-0.13	0.13	0.06	-0.06	-0.02	0.02	0.27	-0.27	0.06	-0.06	0.4	-0.4
914	20.0	225.0	0.00197	0.986	1.02	-1.02	1.85	-1.85	1.28	-1.28	0.84	-0.84	-0.12	0.12	0.05	-0.05	-0.01	0.01	0.38	-0.38	0.06	-0.06	0.39	-0.39
915	20.0	225.0	0.00329	0.877	1.14	-1.14	1.87	-1.87	1.34	-1.34	1.03	-1.03	-0.14	0.14	0.06	-0.06	-0.01	0.01	0.15	-0.15	0.06	-0.06	0.43	-0.43
916	25.0	225.0	0.000616	1.2109999999999999	2.42	-2.42	2.94	-2.94	1.41	-1.41	1.0	-1.0	-0.14	0.14	-0.46	0.46	-0.02	0.02	-0.69	0.69	0.05	-0.05	0.37	-0.37
917	25.0	225.0	0.000657	1.21	2.81	-2.81	2.8	-2.8	1.61	-1.61	1.03	-1.03	-0.19	0.19	-0.27	0.27	-0.06	0.06	-0.42	0.42	0.07	-0.07	0.48	-0.48
918	25.0	225.0	0.0007	1.251	2.42	-2.42	2.14	-2.14	1.34	-1.34	0.96	-0.96	-0.18	0.18	-0.17	0.17	-0.04	0.04	0.35	-0.35	0.06	-0.06	0.35	-0.35
919	25.0	225.0	0.000759	1.2229999999999999	1.5	-1.5	1.44	-1.44	1.26	-1.26	0.83	-0.83	-0.14	0.14	-0.19	0.19	-0.02	0.02	0.33	-0.33	0.06	-0.06	0.39	-0.39
920	25.0	225.0	0.00088	1.237	1.68	-1.68	1.52	-1.52	1.27	-1.27	1.0	-1.0	-0.15	0.15	-0.09	0.09	-0.02	0.02	0.48	-0.48	0.06	-0.06	0.44	-0.44
921	25.0	225.0	0.00101	1.188	1.0	-1.0	1.09	-1.09	1.26	-1.26	1.04	-1.04	-0.16	0.16	-0.14	0.14	-0.02	0.02	0.2	-0.2	0.06	-0.06	0.47	-0.47
922	25.0	225.0	0.0012699999999999999	1.146	1.52	-1.52	1.02	-1.02	1.3	-1.3	1.13	-1.13	-0.16	0.16	-0.06	0.06	-0.01	0.01	0.48	-0.48	0.06	-0.06	0.53	-0.53
923	25.0	225.0	0.00159	1.078	0.97	-0.97	1.04	-1.04	1.26	-1.26	1.06	-1.06	-0.14	0.14	0.0	-0.0	-0.02	0.02	0.18	-0.18	0.06	-0.06	0.5	-0.5
924	25.0	225.0	0.00247	0.9890000000000001	0.94	-0.94	1.24	-1.24	1.28	-1.28	1.08	-1.08	-0.14	0.14	0.01	-0.01	-0.01	0.01	0.16	-0.16	0.06	-0.06	0.5	-0.5
925	25.0	225.0	0.00411	0.852	1.03	-1.03	1.28	-1.28	1.29	-1.29	1.07	-1.07	-0.14	0.14	0.01	-0.01	-0.01	0.01	-0.28	0.28	0.06	-0.06	0.55	-0.55
926	35.0	225.0	0.0008119999999999999	1.3359999999999999	4.48	-4.48	3.79	-3.79	2.9	-2.9	0.52	-0.52	-0.1	0.1	-0.04	0.04	-0.01	0.01	-2.01	2.01	0.28	-0.28	0.25	-0.25
927	35.0	225.0	0.000921	1.21	2.44	-2.44	2.07	-2.07	1.41	-1.41	0.98	-0.98	-0.18	0.18	-0.41	0.41	-0.06	0.06	-0.92	0.92	0.07	-0.07	0.38	-0.38
928	35.0	225.0	0.001	1.3630000000000002	2.63	-2.63	1.87	-1.87	1.27	-1.27	0.41	-0.41	-0.12	0.12	-0.14	0.14	-0.03	0.03	0.16	-0.16	0.07	-0.07	0.21	-0.21
929	35.0	225.0	0.00106	1.237	1.7	-1.7	1.46	-1.46	1.24	-1.24	0.83	-0.83	-0.15	0.15	-0.17	0.17	-0.02	0.02	-0.09	0.09	0.06	-0.06	0.32	-0.32
930	35.0	225.0	0.00123	1.222	1.93	-1.93	1.4	-1.4	1.23	-1.23	0.65	-0.65	-0.12	0.12	-0.08	0.08	-0.02	0.02	0.24	-0.24	0.06	-0.06	0.27	-0.27
931	35.0	225.0	0.00141	1.219	1.06	-1.06	1.05	-1.05	1.23	-1.23	0.88	-0.88	-0.14	0.14	-0.15	0.15	-0.02	0.02	0.23	-0.23	0.06	-0.06	0.36	-0.36
932	35.0	225.0	0.0018	1.143	1.53	-1.53	1.18	-1.18	1.25	-1.25	0.85	-0.85	-0.14	0.14	-0.06	0.06	-0.01	0.01	0.35	-0.35	0.06	-0.06	0.39	-0.39
933	35.0	225.0	0.00223	1.0659999999999998	0.99	-0.99	0.83	-0.83	1.24	-1.24	0.84	-0.84	-0.12	0.12	-0.02	0.02	0.0	-0.0	0.38	-0.38	0.07	-0.07	0.41	-0.41
934	35.0	225.0	0.0031	0.9840000000000001	1.27	-1.27	1.59	-1.59	1.28	-1.28	0.97	-0.97	-0.14	0.14	-0.04	0.04	-0.01	0.01	-0.17	0.17	0.06	-0.06	0.5	-0.5
935	35.0	225.0	0.00345	0.977	1.27	-1.27	1.91	-1.91	1.36	-1.36	0.69	-0.69	-0.08	0.08	0.04	-0.04	0.01	-0.01	0.77	-0.77	0.06	-0.06	0.32	-0.32
936	35.0	225.0	0.00575	0.833	0.94	-0.94	1.19	-1.19	1.31	-1.31	1.07	-1.07	-0.15	0.15	0.0	-0.0	-0.02	0.02	-0.46	0.46	0.06	-0.06	0.55	-0.55
937	45.0	225.0	0.0010400000000000001	1.169	4.71	-4.71	3.41	-3.41	2.64	-2.64	0.6	-0.6	-0.11	0.11	-0.03	0.03	-0.01	0.01	-1.65	1.65	0.19	-0.19	0.26	-0.26
938	45.0	225.0	0.00118	1.205	2.98	-2.98	2.17	-2.17	1.37	-1.37	0.43	-0.43	-0.11	0.11	-0.11	0.11	-0.02	0.02	-0.37	0.37	0.07	-0.07	0.16	-0.16
939	45.0	225.0	0.0012699999999999999	1.281	3.08	-3.08	2.27	-2.27	1.3	-1.3	0.08	-0.08	-0.09	0.09	-0.15	0.15	-0.02	0.02	-0.09	0.09	0.07	-0.07	-0.03	0.03
940	45.0	225.0	0.00137	1.2429999999999999	2.09	-2.09	1.47	-1.47	1.21	-1.21	0.37	-0.37	-0.1	0.1	-0.16	0.16	-0.02	0.02	0.2	-0.2	0.06	-0.06	0.16	-0.16
941	45.0	225.0	0.00159	1.2570000000000001	2.12	-2.12	1.34	-1.34	1.22	-1.22	0.32	-0.32	-0.1	0.1	-0.09	0.09	-0.02	0.02	0.29	-0.29	0.07	-0.07	0.14	-0.14
942	45.0	225.0	0.0018100000000000002	1.158	1.17	-1.17	1.14	-1.14	1.21	-1.21	0.67	-0.67	-0.13	0.13	-0.12	0.12	-0.02	0.02	0.08	-0.08	0.07	-0.07	0.29	-0.29
943	45.0	225.0	0.00229	1.094	1.69	-1.69	1.0	-1.0	1.21	-1.21	0.56	-0.56	-0.11	0.11	-0.05	0.05	-0.01	0.01	0.22	-0.22	0.06	-0.06	0.23	-0.23
944	45.0	225.0	0.00286	1.085	1.01	-1.01	0.89	-0.89	1.21	-1.21	0.66	-0.66	-0.11	0.11	-0.01	0.01	-0.01	0.01	0.3	-0.3	0.06	-0.06	0.31	-0.31
945	45.0	225.0	0.0044399999999999995	0.929	0.92	-0.92	1.23	-1.23	1.22	-1.22	0.77	-0.77	-0.12	0.12	0.0	-0.0	-0.01	0.01	0.05	-0.05	0.06	-0.06	0.38	-0.38
946	45.0	225.0	0.0074	0.802	0.92	-0.92	1.07	-1.07	1.26	-1.26	0.86	-0.86	-0.14	0.14	-0.01	0.01	-0.02	0.02	-0.57	0.57	0.07	-0.07	0.49	-0.49
947	60.0	225.0	0.00139	1.185	4.98	-4.98	3.05	-3.05	2.26	-2.26	0.55	-0.55	-0.11	0.11	-0.03	0.03	-0.01	0.01	-1.14	1.14	0.14	-0.14	0.27	-0.27
948	60.0	225.0	0.00158	1.1420000000000001	2.97	-2.97	1.78	-1.78	1.47	-1.47	0.53	-0.53	-0.11	0.11	-0.08	0.08	-0.02	0.02	-0.44	0.44	0.1	-0.1	0.13	-0.13
949	60.0	225.0	0.0017100000000000001	1.255	3.64	-3.64	2.63	-2.63	1.28	-1.28	0.14	-0.14	-0.1	0.1	-0.14	0.14	-0.02	0.02	0.19	-0.19	0.06	-0.06	-0.07	0.07
950	60.0	225.0	0.00182	1.19	3.42	-3.42	3.1	-3.1	1.26	-1.26	0.02	-0.02	-0.09	0.09	-0.13	0.13	-0.02	0.02	0.02	-0.02	0.07	-0.07	-0.1	0.1
951	60.0	225.0	0.0021100000000000003	1.209	2.57	-2.57	1.64	-1.64	1.2	-1.2	0.12	-0.12	-0.07	0.07	-0.07	0.07	-0.01	0.01	0.22	-0.22	0.07	-0.07	-0.05	0.05
952	60.0	225.0	0.00242	1.1840000000000002	1.38	-1.38	1.28	-1.28	1.21	-1.21	0.57	-0.57	-0.13	0.13	-0.16	0.16	-0.03	0.03	0.01	-0.01	0.06	-0.06	0.23	-0.23
953	60.0	225.0	0.00305	1.097	1.98	-1.98	1.28	-1.28	1.2	-1.2	0.29	-0.29	-0.08	0.08	-0.05	0.05	-0.01	0.01	0.21	-0.21	0.06	-0.06	0.07	-0.07
954	60.0	225.0	0.0038200000000000005	1.021	1.16	-1.16	1.0	-1.0	1.2	-1.2	0.48	-0.48	-0.09	0.09	-0.01	0.01	0.0	-0.0	0.35	-0.35	0.07	-0.07	0.22	-0.22
955	60.0	225.0	0.00592	0.894	1.05	-1.05	1.23	-1.23	1.2	-1.2	0.53	-0.53	-0.09	0.09	-0.01	0.01	0.0	-0.0	0.17	-0.17	0.06	-0.06	0.27	-0.27
956	60.0	225.0	0.009859999999999999	0.758	1.04	-1.04	1.02	-1.02	1.23	-1.23	0.61	-0.61	-0.11	0.11	-0.01	0.01	-0.01	0.01	-0.68	0.68	0.07	-0.07	0.37	-0.37
957	90.0	225.0	0.00209	1.262	5.29	-5.29	2.88	-2.88	2.09	-2.09	0.58	-0.58	-0.11	0.11	-0.02	0.02	-0.01	0.01	-1.01	1.01	0.16	-0.16	0.27	-0.27
958	90.0	225.0	0.00237	1.206	3.13	-3.13	1.75	-1.75	1.41	-1.41	0.48	-0.48	-0.11	0.11	-0.06	0.06	-0.02	0.02	-0.08	0.08	0.1	-0.1	0.17	-0.17
959	90.0	225.0	0.0025	1.078	4.52	-4.52	3.22	-3.22	1.28	-1.28	0.09	-0.09	-0.08	0.08	-0.1	0.1	-0.01	0.01	0.58	-0.58	0.06	-0.06	-0.16	0.16
960	90.0	225.0	0.0027300000000000002	1.149	2.72	-2.72	1.53	-1.53	1.28	-1.28	0.43	-0.43	-0.1	0.1	-0.03	0.03	-0.01	0.01	0.38	-0.38	0.09	-0.09	0.07	-0.07
961	90.0	225.0	0.00317	1.094	3.02	-3.02	2.07	-2.07	1.22	-1.22	0.02	-0.02	-0.06	0.06	-0.05	0.05	0.0	-0.0	0.26	-0.26	0.06	-0.06	-0.17	0.17
962	90.0	225.0	0.0036200000000000004	1.1059999999999999	2.1	-2.1	1.26	-1.26	1.19	-1.19	0.3	-0.3	-0.08	0.08	-0.12	0.12	-0.01	0.01	0.01	-0.01	0.07	-0.07	0.05	-0.05
963	90.0	225.0	0.0046	1.021	2.31	-2.31	1.26	-1.26	1.2	-1.2	0.08	-0.08	-0.06	0.06	-0.05	0.05	0.0	-0.0	-0.04	0.04	0.07	-0.07	-0.07	0.07
964	90.0	225.0	0.00573	0.9570000000000001	1.37	-1.37	1.05	-1.05	1.18	-1.18	0.34	-0.34	-0.08	0.08	-0.02	0.02	0.0	-0.0	0.17	-0.17	0.07	-0.07	0.15	-0.15
965	90.0	225.0	0.008	0.9059999999999999	1.64	-1.64	1.48	-1.48	1.19	-1.19	0.21	-0.21	-0.07	0.07	-0.05	0.05	0.0	-0.0	-0.41	0.41	0.07	-0.07	0.07	-0.07
966	90.0	225.0	0.008879999999999999	0.836	1.71	-1.71	2.03	-2.03	1.29	-1.29	0.87	-0.87	-0.13	0.13	0.06	-0.06	-0.01	0.01	0.27	-0.27	0.06	-0.06	0.41	-0.41
969	120.0	225.0	0.0028	1.246	6.08	-6.08	2.66	-2.66	2.01	-2.01	0.59	-0.59	-0.11	0.11	-0.02	0.02	-0.01	0.01	-1.08	1.08	0.12	-0.12	0.27	-0.27
970	120.0	225.0	0.0032	1.054	4.29	-4.29	1.94	-1.94	1.44	-1.44	0.47	-0.47	-0.1	0.1	-0.03	0.03	-0.01	0.01	0.08	-0.08	0.11	-0.11	0.2	-0.2
971	120.0	225.0	0.0034	1.185	5.29	-5.29	3.23	-3.23	1.26	-1.26	0.01	-0.01	-0.08	0.08	-0.11	0.11	-0.02	0.02	0.4	-0.4	0.07	-0.07	-0.06	0.06
972	120.0	225.0	0.0036	1.0959999999999999	3.22	-3.22	1.82	-1.82	1.27	-1.27	0.41	-0.41	-0.09	0.09	-0.02	0.02	-0.01	0.01	0.36	-0.36	0.1	-0.1	0.15	-0.15
973	120.0	225.0	0.0042	1.044	3.68	-3.68	1.84	-1.84	1.22	-1.22	-0.06	0.06	-0.06	0.06	-0.06	0.06	-0.01	0.01	0.27	-0.27	0.07	-0.07	-0.15	0.15
974	120.0	225.0	0.0048	1.0290000000000001	2.67	-2.67	1.8	-1.8	1.47	-1.47	0.72	-0.72	-0.12	0.12	0.01	-0.01	-0.01	0.01	0.7	-0.7	0.12	-0.12	0.28	-0.28
975	120.0	225.0	0.005	1.0979999999999999	3.11	-3.11	1.67	-1.67	1.21	-1.21	-0.02	0.02	-0.05	0.05	-0.05	0.05	0.0	-0.0	0.19	-0.19	0.07	-0.07	-0.12	0.12
976	120.0	225.0	0.0059	0.993	2.7	-2.7	1.47	-1.47	1.2	-1.2	-0.04	0.04	-0.05	0.05	-0.05	0.05	0.0	-0.0	-0.13	0.13	0.07	-0.07	-0.13	0.13
977	120.0	225.0	0.0076	0.894	2.33	-2.33	1.15	-1.15	1.2	-1.2	-0.05	0.05	-0.04	0.04	-0.04	0.04	0.0	-0.0	-0.3	0.3	0.07	-0.07	-0.17	0.17
980	150.0	225.0	0.0035	1.227	7.11	-7.11	2.64	-2.64	2.19	-2.19	0.52	-0.52	-0.11	0.11	-0.02	0.02	-0.01	0.01	-1.38	1.38	0.14	-0.14	0.27	-0.27
981	150.0	225.0	0.0039	1.0170000000000001	5.78	-5.78	1.88	-1.88	1.51	-1.51	0.62	-0.62	-0.11	0.11	0.0	-0.0	-0.01	0.01	0.11	-0.11	0.12	-0.12	0.29	-0.29
982	150.0	225.0	0.0045	1.001	4.99	-4.99	2.0	-2.0	1.42	-1.42	0.62	-0.62	-0.1	0.1	0.01	-0.01	-0.01	0.01	0.62	-0.62	0.11	-0.11	0.3	-0.3
983	150.0	225.0	0.006	1.048	2.57	-2.57	1.77	-1.77	1.45	-1.45	0.67	-0.67	-0.11	0.11	0.01	-0.01	-0.01	0.01	0.73	-0.73	0.1	-0.1	0.29	-0.29
984	150.0	225.0	0.008	0.9640000000000001	2.58	-2.58	1.36	-1.36	1.5	-1.5	0.76	-0.76	-0.12	0.12	0.01	-0.01	-0.01	0.01	0.77	-0.77	0.12	-0.12	0.28	-0.28
987	200.0	225.0	0.0046	1.117	9.08	-9.08	2.52	-2.52	2.37	-2.37	0.61	-0.61	-0.11	0.11	-0.03	0.03	-0.01	0.01	-1.58	1.58	0.1	-0.1	0.26	-0.26
988	200.0	225.0	0.0052	1.011	7.74	-7.74	1.92	-1.92	1.68	-1.68	0.63	-0.63	-0.11	0.11	-0.02	0.02	-0.01	0.01	-0.28	0.28	0.09	-0.09	0.31	-0.31
989	200.0	225.0	0.0061	0.9890000000000001	6.49	-6.49	2.03	-2.03	1.43	-1.43	0.66	-0.66	-0.11	0.11	0.0	-0.0	-0.01	0.01	0.67	-0.67	0.12	-0.12	0.3	-0.3
990	200.0	225.0	0.008	0.9470000000000001	3.4	-3.4	1.73	-1.73	1.44	-1.44	0.68	-0.68	-0.11	0.11	0.01	-0.01	-0.01	0.01	0.73	-0.73	0.1	-0.1	0.29	-0.29
999	250.0	225.0	0.0058	1.05	10.44	-10.44	2.45	-2.45	2.42	-2.42	0.5	-0.5	-0.1	0.1	-0.02	0.02	-0.02	0.02	-1.69	1.69	0.08	-0.08	0.27	-0.27
1000	250.0	225.0	0.0066	1.0290000000000001	8.85	-8.85	1.93	-1.93	1.78	-1.78	0.58	-0.58	-0.11	0.11	-0.01	0.01	-0.01	0.01	-0.52	0.52	0.13	-0.13	0.27	-0.27
1001	250.0	225.0	0.0076	0.938	7.74	-7.74	2.03	-2.03	1.42	-1.42	0.59	-0.59	-0.1	0.1	0.01	-0.01	-0.01	0.01	0.65	-0.65	0.1	-0.1	0.3	-0.3
1002	250.0	225.0	0.01	0.8740000000000001	3.95	-3.95	1.73	-1.73	1.43	-1.43	0.65	-0.65	-0.11	0.11	0.01	-0.01	-0.01	0.01	0.74	-0.74	0.1	-0.1	0.29	-0.29
1011	300.0	225.0	0.0069	0.872	13.29	-13.29	2.39	-2.39	2.69	-2.69	0.48	-0.48	-0.1	0.1	-0.02	0.02	-0.01	0.01	-2.12	2.12	0.08	-0.08	0.26	-0.26
1012	300.0	225.0	0.0079	0.823	10.93	-10.93	1.96	-1.96	1.65	-1.65	0.53	-0.53	-0.1	0.1	0.01	-0.01	-0.01	0.01	-0.32	0.32	0.11	-0.11	0.29	-0.29
1013	300.0	225.0	0.0091	0.835	9.58	-9.58	1.89	-1.89	1.42	-1.42	0.65	-0.65	-0.11	0.11	0.0	-0.0	-0.01	0.01	0.67	-0.67	0.09	-0.09	0.31	-0.31
1022	400.0	225.0	0.0093	1.026	13.3	-13.3	2.43	-2.43	2.68	-2.68	0.56	-0.56	-0.11	0.11	-0.02	0.02	-0.01	0.01	-1.99	1.99	0.06	-0.06	0.25	-0.25
1066	60.0	318.0	0.0008	1.483	1.01	-1.01	1.84	-1.84	1.19	-1.19	0.16	-0.16	-0.04	0.04	-0.03	0.03	0.0	-0.0	-0.04	0.04	0.01	-0.01	-0.07	0.07
1067	90.0	318.0	0.0013	1.466	0.82	-0.82	1.63	-1.63	1.12	-1.12	0.03	-0.03	-0.02	0.02	-0.02	0.02	0.0	-0.0	-0.04	0.04	0.03	-0.03	-0.08	0.08
1068	90.0	318.0	0.0015	1.422	1.2	-1.2	1.1	-1.1	1.43	-1.43	0.98	-0.98	-1.09	1.09	-0.13	0.13	0.0	-0.0	-0.04	0.04	-0.11	0.11	-0.21	0.21
1069	90.0	318.0	0.002	1.27	3.41	-3.41	3.3	-3.3	1.46	-1.46	0.95	-0.95	-0.82	0.82	0.24	-0.24	0.01	-0.01	-0.03	0.03	0.06	-0.06	-0.17	0.17
1070	120.0	318.0	0.0016	1.439	0.92	-0.92	1.71	-1.71	1.1	-1.1	0.05	-0.05	-0.02	0.02	-0.02	0.02	0.0	-0.0	-0.04	0.04	-0.01	0.01	-0.07	0.07
1071	120.0	318.0	0.002	1.3559999999999999	0.7	-0.7	0.91	-0.91	1.2	-1.2	0.61	-0.61	-0.71	0.71	-0.1	0.1	0.0	-0.0	-0.04	0.04	-0.08	0.08	-0.18	0.18
1072	120.0	318.0	0.0032	1.218	0.96	-0.96	1.08	-1.08	1.03	-1.03	0.25	-0.25	-0.17	0.17	-0.02	0.02	0.0	-0.0	-0.04	0.04	-0.02	0.02	-0.11	0.11
1073	150.0	318.0	0.002	1.355	1.03	-1.03	1.77	-1.77	1.07	-1.07	0.04	-0.04	-0.02	0.02	0.0	-0.0	0.0	-0.0	-0.04	0.04	0.01	-0.01	-0.07	0.07
1074	150.0	318.0	0.0032	1.229	0.59	-0.59	0.85	-0.85	1.07	-1.07	0.37	-0.37	-0.38	0.38	-0.02	0.02	0.0	-0.0	-0.04	0.04	-0.02	0.02	-0.14	0.14
1075	150.0	318.0	0.005	1.109	0.71	-0.71	1.13	-1.13	1.03	-1.03	0.15	-0.15	-0.07	0.07	0.01	-0.01	0.0	-0.0	-0.05	0.05	-0.01	0.01	-0.12	0.12
1076	150.0	318.0	0.008	0.9520000000000001	0.97	-0.97	1.72	-1.72	1.09	-1.09	0.07	-0.07	-0.1	0.1	-0.01	0.01	0.0	-0.0	-0.04	0.04	-0.27	0.27	-0.13	0.13
1078	200.0	318.0	0.0026	1.284	1.3	-1.3	1.85	-1.85	1.06	-1.06	0.06	-0.06	-0.02	0.02	-0.01	0.01	0.0	-0.0	-0.04	0.04	0.01	-0.01	-0.06	0.06
1079	200.0	318.0	0.0032	1.25	1.08	-1.08	0.84	-0.84	1.09	-1.09	0.39	-0.39	-0.44	0.44	-0.06	0.06	0.01	-0.01	-0.04	0.04	-0.06	0.06	-0.14	0.14
1080	200.0	318.0	0.005	1.111	0.59	-0.59	0.53	-0.53	1.0	-1.0	0.14	-0.14	-0.1	0.1	0.0	-0.0	0.0	-0.0	-0.04	0.04	-0.09	0.09	-0.09	0.09
1081	200.0	318.0	0.008	0.9440000000000001	0.6	-0.6	0.66	-0.66	1.01	-1.01	0.11	-0.11	-0.06	0.06	0.0	-0.0	0.0	-0.0	-0.05	0.05	-0.12	0.12	-0.07	0.07
1089	250.0	318.0	0.0033	1.27	1.49	-1.49	1.84	-1.84	1.06	-1.06	0.05	-0.05	-0.01	0.01	0.0	-0.0	0.0	-0.0	-0.05	0.05	0.02	-0.02	-0.06	0.06
1090	250.0	318.0	0.005	1.124	0.88	-0.88	0.78	-0.78	1.03	-1.03	0.2	-0.2	-0.23	0.23	0.01	-0.01	0.0	-0.0	-0.04	0.04	-0.02	0.02	-0.11	0.11
1091	250.0	318.0	0.008	0.961	0.66	-0.66	0.56	-0.56	1.0	-1.0	0.09	-0.09	-0.05	0.05	-0.01	0.01	0.0	-0.0	-0.05	0.05	-0.06	0.06	-0.08	0.08
1101	300.0	318.0	0.0039	1.216	1.71	-1.71	1.83	-1.83	1.05	-1.05	-0.02	0.02	-0.01	0.01	-0.03	0.03	0.01	-0.01	-0.04	0.04	-0.01	0.01	-0.07	0.07
1102	300.0	318.0	0.005	1.157	1.49	-1.49	0.89	-0.89	1.05	-1.05	0.31	-0.31	-0.32	0.32	-0.05	0.05	0.0	-0.0	-0.04	0.04	-0.04	0.04	-0.12	0.12
1103	300.0	318.0	0.008	0.987	0.79	-0.79	0.54	-0.54	1.04	-1.04	0.17	-0.17	-0.1	0.1	0.0	-0.0	0.0	-0.0	-0.04	0.04	-0.07	0.07	-0.09	0.09
1113	400.0	318.0	0.0053	1.153	1.85	-1.85	1.83	-1.83	1.03	-1.03	0.01	-0.01	-0.01	0.01	-0.03	0.03	0.0	-0.0	-0.04	0.04	0.01	-0.01	-0.08	0.08
1114	400.0	318.0	0.008	1.032	0.93	-0.93	0.47	-0.47	1.14	-1.14	0.29	-0.29	-0.16	0.16	0.0	-0.0	0.0	-0.0	-0.04	0.04	-0.56	0.56	-0.15	0.15
1124	500.0	318.0	0.0066	1.0590000000000002	2.05	-2.05	1.79	-1.79	1.03	-1.03	-0.08	0.08	-0.01	0.01	-0.01	0.01	0.0	-0.0	-0.05	0.05	0.03	-0.03	-0.07	0.07
1125	500.0	318.0	0.008	1.0070000000000001	2.06	-2.06	0.93	-0.93	1.02	-1.02	0.14	-0.14	-0.18	0.18	-0.01	0.01	0.0	-0.0	-0.05	0.05	-0.03	0.03	-0.11	0.11
1136	650.0	318.0	0.0085	0.987	2.19	-2.19	1.54	-1.54	1.02	-1.02	-0.02	0.02	-0.03	0.03	-0.05	0.05	0.0	-0.0	-0.04	0.04	-0.04	0.04	-0.07	0.07
